committee,name,firstname,lastname,fullname,official_name,user_id,period,begin,end
Wirtschaftliche Zusammenarbeit und Entwicklung,"Sommer, Helin Evrim",Helin Evrim,Sommer,Helin Evrim Sommer,Helin Evrim Sommer,143882918,WP_19,2017-10-24,2021-10-26
Wirtschaftliche Zusammenarbeit und Entwicklung,"Holtz, Ottmar von",Ottmar von,Holtz,Ottmar von Holtz,Ottmar von Holtz,2357675876,WP_19,2017-10-24,2021-10-26
Arbeit und Soziales_Mitglieder,"Rützel, Bernd",Bernd,Rützel,Bernd Rützel,Bernd Rützel,1113004743733993472,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Knoerig, Axel",Axel,Knoerig,Axel Knoerig,Axel Knoerig,928974816220254208,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Dieren, Jan",Jan,Dieren,Jan Dieren,Jan Dieren,1321043479229878272,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Gava, Manuel",Manuel,Gava,Manuel Gava,Manuel Gava,NA,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Gerdes, Michael",Michael,Gerdes,Michael Gerdes,Michael Gerdes,2468956470,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Glöckner, Angelika",Angelika,Glöckner,Angelika Glöckner,Angelika Glöckner,976421048,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Klose, Annika",Annika,Klose,Annika Klose,Annika Klose,1460753227,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Machalet, Dr. Tanja",Dr. Tanja,Machalet,Dr. Tanja Machalet,Tanja Machalet,23340320,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Mansoori, Kaweh",Kaweh,Mansoori,Kaweh Mansoori,Kaweh Mansoori,2149926365,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Mehmet Ali, Takis",Takis,Mehmet Ali,Takis Mehmet Ali,Takis Mehmet Ali,1413536612068245507,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Nasr, Rasha",Rasha,Nasr,Rasha Nasr,Rasha Nasr,3697025955,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Papendieck, Mathias",Mathias,Papendieck,Mathias Papendieck,Mathias Papendieck,1673859822,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Pawlik, Natalie",Natalie,Pawlik,Natalie Pawlik,Natalie Pawlik,90452001,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Peick, Jens",Jens,Peick,Jens Peick,Jens Peick,1348612290250207234,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Rosemann, Dr. Martin",Dr. Martin,Rosemann,Dr. Martin Rosemann,Martin Rosemann,28784085,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Aumer, Peter",Peter,Aumer,Peter Aumer,Peter Aumer,348460907,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Biadacz, Marc",Marc,Biadacz,Marc Biadacz,Marc Biadacz,935815000006053888,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Klein, Dr. Ottilie",Dr. Ottilie,Klein,Dr. Ottilie Klein,Ottilie Klein,728577706489720832,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Mörseburg, Maximilian",Maximilian,Mörseburg,Maximilian Mörseburg,Maximilian Mörseburg,270435074,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Nacke, Dr. Stefan",Dr. Stefan,Nacke,Dr. Stefan Nacke,Stefan Nacke,NA,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Oellers, Wilfried",Wilfried,Oellers,Wilfried Oellers,Wilfried Oellers,906847944,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Reichel, Dr. Markus",Dr. Markus,Reichel,Dr. Markus Reichel,Markus Reichel,1354788176150278146,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Schimke, Jana",Jana,Schimke,Jana Schimke,Jana Schimke,728990858,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Stracke, Stephan",Stephan,Stracke,Stephan Stracke,Stephan Stracke,NA,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Straubinger, Max",Max,Straubinger,Max Straubinger,Max Straubinger,NA,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Whittaker, Kai",Kai,Whittaker,Kai Whittaker,Kai Whittaker,2479436480,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Wulf, Mareike Lotte",Mareike Lotte,Wulf,Mareike Lotte Wulf,Mareike Lotte Wulf,NA,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Aeffner, Stephanie",Stephanie,Aeffner,Stephanie Aeffner,Stephanie Aeffner,982288614,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Audretsch, Andreas",Andreas,Audretsch,Andreas Audretsch,Andreas Audretsch,995519538,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Bsirske, Frank",Frank,Bsirske,Frank Bsirske,Frank Bsirske,1419751204465356805,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Kurth, Markus",Markus,Kurth,Markus Kurth,Markus Kurth,150188536,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Müller-Gemmeke, Beate",Beate,Müller-Gemmeke,Beate Müller-Gemmeke,Beate Müller-Gemmeke,53426644,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Rüffer, Corinna",Corinna,Rüffer,Corinna Rüffer,Corinna Rüffer,1524735194,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Strengmann-Kuhn, Dr. Wolfgang",Dr. Wolfgang,Strengmann-Kuhn,Dr. Wolfgang Strengmann-Kuhn,Wolfgang Strengmann-Kuhn,20840049,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Winklmann, Tina",Tina,Winklmann,Tina Winklmann,Tina Winklmann,1409889740665540620,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Beeck, Jens",Jens,Beeck,Jens Beeck,Jens Beeck,179216369,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Cronenberg, Carl-Julius",Carl-Julius,Cronenberg,Carl-Julius Cronenberg,Carl-Julius Cronenberg,1325126973631455232,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Kober, Pascal",Pascal,Kober,Pascal Kober,Pascal Kober,19909974,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Schulz, Anja",Anja,Schulz,Anja Schulz,Anja Schulz,825776827352367104,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Seiter, Prof. Dr. Stephan",Prof. Dr. Stephan,Seiter,Prof. Dr. Stephan Seiter,Stephan Seiter,743355360367370240,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Teutrine, Jens",Jens,Teutrine,Jens Teutrine,Jens Teutrine,801549587144175616,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Huy, Gerrit",Gerrit,Huy,Gerrit Huy,Gerrit Huy,NA,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Kleinwächter, Norbert",Norbert,Kleinwächter,Norbert Kleinwächter,Norbert Kleinwächter,865920519668989955,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Pohl, Jürgen",Jürgen,Pohl,Jürgen Pohl,Jürgen Pohl,175071092,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Schielke-Ziesing, Ulrike",Ulrike,Schielke-Ziesing,Ulrike Schielke-Ziesing,Ulrike Schielke-Ziesing,866924100,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Springer, René",René,Springer,René Springer,René Springer,831541837965967361,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Birkwald, Matthias W.",Matthias W.,Birkwald,Matthias W. Birkwald,Matthias W. Birkwald,748851762,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Ferschl, Susanne",Susanne,Ferschl,Susanne Ferschl,Susanne Ferschl,1096063189249331201,WP_20,2021-10-26,NA
Arbeit und Soziales_Mitglieder,"Tatti, Jessica",Jessica,Tatti,Jessica Tatti,Jessica Tatti,1020297087970435072,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Roth, Michael",Michael,Roth,Michael Roth,Michael Roth,1114675538,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Erndl, Thomas",Thomas,Erndl,Thomas Erndl,Thomas Erndl,2192588903,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Ahmetovic, Adis",Adis,Ahmetovic,Adis Ahmetovic,Adis Ahmetovic,NA,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Coße, Jürgen",Jürgen,Coße,Jürgen Coße,Jürgen Coße,161395160,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Diaby, Dr. Karamba",Dr. Karamba,Diaby,Dr. Karamba Diaby,Karamba Diaby,316355056,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Larem, Andreas",Andreas,Larem,Andreas Larem,Andreas Larem,NA,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Lugk, Bettina",Bettina,Lugk,Bettina Lugk,Bettina Lugk,1193991990196785157,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Müller, Michael",Michael,Müller,Michael Müller,Michael Müller,875683644668604416,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Müntefering, Michelle",Michelle,Müntefering,Michelle Müntefering,Michelle Müntefering,947740210036641793,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Nietan, Dietmar",Dietmar,Nietan,Dietmar Nietan,Dietmar Nietan,NA,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Özoğuz, Aydan",Aydan,Özoğuz,Aydan Özoğuz,Aydan Özoğuz,83342791,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Schmid, Dr. Nils",Dr. Nils,Schmid,Dr. Nils Schmid,Nils Schmid,83795057,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Schwabe, Frank",Frank,Schwabe,Frank Schwabe,Frank Schwabe,30050484,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Stegner, Dr. Ralf",Dr. Ralf,Stegner,Dr. Ralf Stegner,Ralf Stegner,16808099,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Abraham, Knut",Knut,Abraham,Knut Abraham,Knut Abraham,NA,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Beyer, Peter",Peter,Beyer,Peter Beyer,Peter Beyer,69814084,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Beyer, Peter",Peter,Beyer,Peter Beyer,Peter Beyer,445375409,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Grund, Manfred",Manfred,Grund,Manfred Grund,Manfred Grund,NA,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Hardt, Jürgen",Jürgen,Hardt,Jürgen Hardt,Jürgen Hardt,38467606,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Kiesewetter, Roderich",Roderich,Kiesewetter,Roderich Kiesewetter,Roderich Kiesewetter,42698498,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Koob, Markus",Markus,Koob,Markus Koob,Markus Koob,2664174617,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Laschet, Armin",Armin,Laschet,Armin Laschet,Armin Laschet,835541664,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Leikert, Dr. Katja",Dr. Katja,Leikert,Dr. Katja Leikert,Katja Leikert,467381196,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Radwan, Alexander",Alexander,Radwan,Alexander Radwan,Alexander Radwan,2831760211,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Ramsauer, Dr. Peter",Dr. Peter,Ramsauer,Dr. Peter Ramsauer,Peter Ramsauer,NA,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Röttgen, Dr. Norbert",Dr. Norbert,Röttgen,Dr. Norbert Röttgen,Norbert Röttgen,1040160799208161280,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Widmann-Mauz, Annette",Annette,Widmann-Mauz,Annette Widmann-Mauz,Annette Widmann-Mauz,3351905747,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Bacherle, Tobias B.",Tobias B.,Bacherle,Tobias B. Bacherle,Tobias B. Bacherle,NA,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Grundl, Erhard",Erhard,Grundl,Erhard Grundl,Erhard Grundl,951773879822880768,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Lucks, Max",Max,Lucks,Max Lucks,Max Lucks,481428317,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Schäfer, Jamila",Jamila,Schäfer,Jamila Schäfer,Jamila Schäfer,859883348,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Spellerberg, Merle",Merle,Spellerberg,Merle Spellerberg,Merle Spellerberg,905109355586101248,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Trittin, Jürgen",Jürgen,Trittin,Jürgen Trittin,Jürgen Trittin,485751594,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Wagener, Robin",Robin,Wagener,Robin Wagener,Robin Wagener,392302434,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Beeck, Jens",Jens,Beeck,Jens Beeck,Jens Beeck,179216369,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Djir-Sarai, Bijan",Bijan,Djir-Sarai,Bijan Djir-Sarai,Bijan Djir-Sarai,960463104537657344,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Glogowski-Merten, Anikó",Anikó,Glogowski-Merten,Anikó Glogowski-Merten,Anikó Glogowski-Merten,NA,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Lechte, Ulrich",Ulrich,Lechte,Ulrich Lechte,Ulrich Lechte,988765113606918144,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Müller-Rosentritt, Frank",Frank,Müller-Rosentritt,Frank Müller-Rosentritt,Frank Müller-Rosentritt,984048002967982080,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Semet, Rainer",Rainer,Semet,Rainer Semet,Rainer Semet,1263786763371380737,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Bystron, Petr",Petr,Bystron,Petr Bystron,Petr Bystron,810957560723505152,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Gauland, Dr. Alexander",Dr. Alexander,Gauland,Dr. Alexander Gauland,Alexander Gauland,914612826928504832,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Keuter, Stefan",Stefan,Keuter,Stefan Keuter,Stefan Keuter,794628172570619904,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Moosdorf, Matthias",Matthias,Moosdorf,Matthias Moosdorf,Matthias Moosdorf,50578509,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Wundrak, Joachim",Joachim,Wundrak,Joachim Wundrak,Joachim Wundrak,1389980178038808581,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Dağdelen, Sevim",Sevim,Dağdelen,Sevim Dağdelen,Sevim Dağdelen,139407967,WP_20,2021-10-26,NA
Auswärtiger Ausschuss_Mitglieder,"Gysi, Dr. Gregor",Dr. Gregor,Gysi,Dr. Gregor Gysi,Gregor Gysi,888289790,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Gehring, Kai",Kai,Gehring,Kai Gehring,Kai Gehring,110368456,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Sitte, Dr. Petra",Dr. Petra,Sitte,Dr. Petra Sitte,Petra Sitte,293522998,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Becker, Dr. Holger",Dr. Holger,Becker,Dr. Holger Becker,Holger Becker,NA,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Kaczmarek, Oliver",Oliver,Kaczmarek,Oliver Kaczmarek,Oliver Kaczmarek,231440493,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Mann, Holger",Holger,Mann,Holger Mann,Holger Mann,615488350,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Rhie, Ye-One",Ye-One,Rhie,Ye-One Rhie,Ye-One Rhie,722757627877335040,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Rosenthal, Jessica",Jessica,Rosenthal,Jessica Rosenthal,Jessica Rosenthal,1250663306286817282,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Seitzl, Dr. Lina",Dr. Lina,Seitzl,Dr. Lina Seitzl,Lina Seitzl,2474314748,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Stüwe, Ruppert",Ruppert,Stüwe,Ruppert Stüwe,Ruppert Stüwe,94592987,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Völlers, Marja-Liisa",Marja-Liisa,Völlers,Marja-Liisa Völlers,Marja-Liisa Völlers,1009457791554281473,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Wagner, Dr. Carolin",Dr. Carolin,Wagner,Dr. Carolin Wagner,Carolin Wagner,NA,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Wallstein, Maja",Maja,Wallstein,Maja Wallstein,Maja Wallstein,2423392771,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Zschau, Katrin",Katrin,Zschau,Katrin Zschau,Katrin Zschau,NA,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Albani, Stephan",Stephan,Albani,Stephan Albani,Stephan Albani,NA,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Altenkamp, Norbert Maria",Norbert Maria,Altenkamp,Norbert Maria Altenkamp,Norbert Maria Altenkamp,NA,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Beyer, Peter",Peter,Beyer,Peter Beyer,Peter Beyer,69814084,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Beyer, Peter",Peter,Beyer,Peter Beyer,Peter Beyer,445375409,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Connemann, Gitta",Gitta,Connemann,Gitta Connemann,Gitta Connemann,1125751445205262336,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Gräßle, Dr. Ingeborg",Dr. Ingeborg,Gräßle,Dr. Ingeborg Gräßle,Ingeborg Gräßle,429065822,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Grütters, Prof. Monika",Prof. Monika,Grütters,Prof. Monika Grütters,Monika Grütters,NA,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Jarzombek, Thomas",Thomas,Jarzombek,Thomas Jarzombek,Thomas Jarzombek,37105136,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Ludwig, Daniela",Daniela,Ludwig,Daniela Ludwig,Daniela Ludwig,1019846605044936705,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Rohwer, Lars",Lars,Rohwer,Lars Rohwer,Lars Rohwer,NA,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Staffler, Katrin",Katrin,Staffler,Katrin Staffler,Katrin Staffler,825019912083038208,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Christmann, Dr. Anna",Dr. Anna,Christmann,Dr. Anna Christmann,Anna Christmann,1617177360,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Kraft, Laura",Laura,Kraft,Laura Kraft,Laura Kraft,1410671503679574016,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Reinalter, Dr. Anja",Dr. Anja,Reinalter,Dr. Anja Reinalter,Anja Reinalter,1398922666069872641,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Schönberger, Marlene",Marlene,Schönberger,Marlene Schönberger,Marlene Schönberger,314230960,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Stahr, Nina",Nina,Stahr,Nina Stahr,Nina Stahr,19530651,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Boginski, Friedhelm",Friedhelm,Boginski,Friedhelm Boginski,Friedhelm Boginski,1565469590,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Funke-Kaiser, Maximilian",Maximilian,Funke-Kaiser,Maximilian Funke-Kaiser,Maximilian Funke-Kaiser,2237664229,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Heidt, Peter",Peter,Heidt,Peter Heidt,Peter Heidt,1858621434,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Schröder, Ria",Ria,Schröder,Ria Schröder,Ria Schröder,3064795323,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Seiter, Prof. Dr. Stephan",Prof. Dr. Stephan,Seiter,Prof. Dr. Stephan Seiter,Stephan Seiter,743355360367370240,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Frömming, Dr. Götz",Dr. Götz,Frömming,Dr. Götz Frömming,Götz Frömming,809895794,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Höchst, Nicole",Nicole,Höchst,Nicole Höchst,Nicole Höchst,3105025175,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Jongen, Dr. Marc",Dr. Marc,Jongen,Dr. Marc Jongen,Marc Jongen,4121053541,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Kaufmann, Prof. Dr.-Ing. habil. Michael",Prof. Dr.-Ing. habil. Michael,Kaufmann,Prof. Dr.-Ing. habil. Michael Kaufmann,-Ing. habil. Michael Kaufmann,NA,WP_20,2021-10-26,NA
"Bildung, Forschung und Technikfolgenabschätzung_Mitglieder","Gohlke, Nicole",Nicole,Gohlke,Nicole Gohlke,Nicole Gohlke,866425075,WP_20,2021-10-26,NA
Digitales_Mitglieder,"Rößner, Tabea",Tabea,Rößner,Tabea Rößner,Tabea Rößner,53351462,WP_20,2021-10-26,NA
Digitales_Mitglieder,"Kassautzki, Anna",Anna,Kassautzki,Anna Kassautzki,Anna Kassautzki,2776064484,WP_20,2021-10-26,NA
Digitales_Mitglieder,"Becker, Dr. Holger",Dr. Holger,Becker,Dr. Holger Becker,Holger Becker,NA,WP_20,2021-10-26,NA
Digitales_Mitglieder,"Marvi, Parsa",Parsa,Marvi,Parsa Marvi,Parsa Marvi,973597518,WP_20,2021-10-26,NA
Digitales_Mitglieder,"Mesarosch, Robin",Robin,Mesarosch,Robin Mesarosch,Robin Mesarosch,208413193,WP_20,2021-10-26,NA
Digitales_Mitglieder,"Mieves, Matthias David",Matthias David,Mieves,Matthias David Mieves,Matthias David Mieves,NA,WP_20,2021-10-26,NA
Digitales_Mitglieder,"Schätzl, Johannes",Johannes,Schätzl,Johannes Schätzl,Johannes Schätzl,NA,WP_20,2021-10-26,NA
Digitales_Mitglieder,"Wagner, Dr. Carolin",Dr. Carolin,Wagner,Dr. Carolin Wagner,Carolin Wagner,NA,WP_20,2021-10-26,NA
Digitales_Mitglieder,"Zimmermann, Dr. Jens",Dr. Jens,Zimmermann,Dr. Jens Zimmermann,Jens Zimmermann,449619355,WP_20,2021-10-26,NA
Digitales_Mitglieder,"Zorn, Armand",Armand,Zorn,Armand Zorn,Armand Zorn,1313187376378908675,WP_20,2021-10-26,NA
Digitales_Mitglieder,"Biadacz, Marc",Marc,Biadacz,Marc Biadacz,Marc Biadacz,935815000006053888,WP_20,2021-10-26,NA
Digitales_Mitglieder,"Brandl, Dr. Reinhard",Dr. Reinhard,Brandl,Dr. Reinhard Brandl,Reinhard Brandl,262730721,WP_20,2021-10-26,NA
Digitales_Mitglieder,"Durz, Hansjörg",Hansjörg,Durz,Hansjörg Durz,Hansjörg Durz,1662533040,WP_20,2021-10-26,NA
Digitales_Mitglieder,"Hoppermann, Franziska",Franziska,Hoppermann,Franziska Hoppermann,Franziska Hoppermann,883059801747587073,WP_20,2021-10-26,NA
Digitales_Mitglieder,"Jarzombek, Thomas",Thomas,Jarzombek,Thomas Jarzombek,Thomas Jarzombek,37105136,WP_20,2021-10-26,NA
Digitales_Mitglieder,"Kemmer, Ronja",Ronja,Kemmer,Ronja Kemmer,Ronja Kemmer,2405039875,WP_20,2021-10-26,NA
Digitales_Mitglieder,"Reichel, Dr. Markus",Dr. Markus,Reichel,Dr. Markus Reichel,Markus Reichel,1354788176150278146,WP_20,2021-10-26,NA
Digitales_Mitglieder,"Santos-Wintz, Catarina dos",Catarina dos,Santos-Wintz,Catarina dos Santos-Wintz,Catarina dos Santos-Wintz,NA,WP_20,2021-10-26,NA
Digitales_Mitglieder,"Zippelius, Nicolas",Nicolas,Zippelius,Nicolas Zippelius,Nicolas Zippelius,1560104953,WP_20,2021-10-26,NA
Digitales_Mitglieder,"Außendorf, Maik",Maik,Außendorf,Maik Außendorf,Maik Außendorf,24253731,WP_20,2021-10-26,NA
Digitales_Mitglieder,"Bacherle, Tobias",Tobias,Bacherle,Tobias Bacherle,Tobias Bacherle,2835233692,WP_20,2021-10-26,NA
Digitales_Mitglieder,"Gelbhaar, Stefan",Stefan,Gelbhaar,Stefan Gelbhaar,Stefan Gelbhaar,426582569,WP_20,2021-10-26,NA
Digitales_Mitglieder,"Khan, Misbah",Misbah,Khan,Misbah Khan,Misbah Khan,98756479,WP_20,2021-10-26,NA
Digitales_Mitglieder,"Funke-Kaiser, Maximilian",Maximilian,Funke-Kaiser,Maximilian Funke-Kaiser,Maximilian Funke-Kaiser,2237664229,WP_20,2021-10-26,NA
Digitales_Mitglieder,"Mordhorst, Maximilian",Maximilian,Mordhorst,Maximilian Mordhorst,Maximilian Mordhorst,2174533082,WP_20,2021-10-26,NA
Digitales_Mitglieder,"Redder, Dr. Volker",Dr. Volker,Redder,Dr. Volker Redder,Volker Redder,65658028,WP_20,2021-10-26,NA
